origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity,edge_name
query.align,GU823929.1.1199_U_16_S61_28320,1,167,0.369622,0.468312,-16370.6,-16372,0.00747165,0.0896136,NA,NA,NA,NA,|FJ4733781_Dissodinium_pseudolunula_FG59_1-1105
query.align,KJ760762.1.1798_U_10_S55_9985,1,499,0.900796,0.963678,-15182.6,-15189.3,0.142373,0.545555,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AB716916.1.1766_U_31_S76_22449,1,164,0.211603,0.146595,-16228.8,-16232,6.88918e-06,0.218424,NA,NA,NA,NA,|EF4924991_Heterocapsa_niei_UTEX1564_78-1597
query.align,KC488455_27_S72_46450,1,91,0.211292,0.246888,-16420.9,-16422.7,0.0226922,0.115847,NA,NA,NA,NA,|X774781_P_antarctica_SK20_81-1607
query.align,GU823519.1.1072_U_M371_S23_80517,1,370,0.938782,0.943883,-16521.3,-16523.1,0.00830356,0.0739493,NA,NA,NA,NA,|DQ0111611_Skeletonema_menzellii_52-1575
query.align,KJ757769.1.1799_U_M357_S21_17352,1,171,0.21282,0.202518,-13207.9,-13209.9,0.0385931,0.133417,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,EF191192.1.1559_U_4_S49_13591,1,146,0.369878,0.346514,-16428.8,-16437.8,0.0103467,0.764541,NA,NA,NA,NA,|MMETSP0312_Compsopogon_coeruleus_SAG36_94_45-1562
query.align,EU793224.1.1591_U_M360_S11_79322,1,160,1,1,-16565.8,-16568.8,0.125551,0.178208,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ223033.1.1630_U_15_S60_12580,1,0,0.783152,0.85463,-16381.3,-16383.3,0.0143376,0.114538,NA,NA,NA,NA,MMETSP1315_Prasinoderma_singularis_RCC927_1-1484
query.align,HQ867307.1.876_U_M367_S17_121911,1,499,0.323328,0.285496,-15531.1,-15538.6,0.13942,0.617256,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KC488528.1.1690_U_33_S78_46383,1,276,0.998965,0.998765,-16490,-16492.6,0.280442,0.115484,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,EF172798.1.1603_U_18_S63_52706,1,160,0.998727,0.998313,-15595.6,-15599.1,0.16505,0.233543,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ758143.1.1801_U_29_S74_36676,1,367,0.526747,0.599701,-16518.7,-16520.2,6.1271e-06,0.0554163,NA,NA,NA,NA,|DQ0933631_Minidiscus_trioculatus_CCMP495_79-1604
query.align,HE610130.1.1777_U_4_S49_52255,1,27,0.988298,0.991108,-16412.5,-16415.1,8.96568e-06,0.120575,NA,NA,NA,NA,|KT8609161_Tetraselmis_sp_RCC1755_12-1535
query.align,KJ759736.1.1807_U_M358_S15_110899,1,276,1,1,-16438.5,-16441.6,0.207763,0.188906,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,EF527109.1.1755_U_M364_S14_34710,1,193,1,1,-16448.8,-16453,9.74899e-06,0.0493704,NA,NA,NA,NA,|AF0221921_Tripos_tenuis_MUCC248_80-1593
query.align,AF399163.1.1682_U_M370_S22_60708,1,261,0.913792,0.967577,-16163.8,-16166.8,0.0916016,0.198901,NA,NA,NA,NA,|MMETSP0123_Favella_ehrenbergii_Fehren1_75-1571
query.align,EU446348_10_S55_10093,1,119,0.951559,0.956008,-16535.9,-16537.8,0.0151657,0.0982743,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,KJ763131.1.1800_U_M356_S18_35847,1,160,1,1,-16520.8,-16523.4,0.114803,0.123409,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KC762714.1.1050_U_M362_S13_3679,1,499,0.232959,0.211287,-16454.2,-16458.1,0.217303,0.216617,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KJ763229.1.1798_U_M355_S26_9195,1,171,0.162427,0.120154,-16487.9,-16490.6,0.0457397,0.164409,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,HQ865021.1.888_U_M357_S21_164378,1,162,0.668044,0.728337,-16559.9,-16561.6,0.0362301,0.0690932,NA,NA,NA,NA,|JF7910071_Heterocapsa_sp_1523_76-1534
query.align,GU825224_10_S55_35685,1,84,1,1,-16379.8,-16382.6,0.00194844,0.0999579,NA,NA,NA,NA,|EU1274751_Phaeocystis_globosa_30-1554
query.align,KJ764242.1.1807_U_M356_S18_89791,1,206,0.219385,0.262534,-16538.5,-16539.7,5.72608e-06,0.0623632,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,FJ947046.1.1789_U_M360_S11_972,1,172,0.18878,0.17582,-16645.6,-16648.2,0.0237945,0.191081,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,JF791009.1.1777_U_M363_S24_105959,1,159,0.368544,0.36226,-16428,-16431.1,0.112086,0.209417,NA,NA,NA,NA,|MMETSP0922_Perkinsus_marinus_ATCC50439_25-1448
query.align,FJ431450.1.821_U_36_S81_64282,1,445,0.190014,0.234441,-16587.3,-16589.8,0.0185638,0.178258,NA,NA,NA,NA,|KT0319971_Nannochloropsis_australis_CS416_43-1560
query.align,EU500022.1.832_U_M357_S21_12924,1,173,0.201071,0.209965,-16608.9,-16610.8,6.04757e-06,0.112194,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,FN690443.1.1696_U_6_S51_24505,1,486,1,1,-16608,-16611,0.0482949,0.185309,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,GU823926.1.1199_U_30_S75_64662,1,62,0.720746,0.66368,-16454.7,-16457.4,0.0260524,0.138895,NA,NA,NA,NA,|AJ0104081_Micromonas_pusilla_CCMP489_58-1569
query.align,DQ103869.1.1818_U_41_S86_40000,1,206,0.153007,0.185081,-16578.5,-16580.2,5.72608e-06,0.135313,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,EU793005.1.925_U_35_S80_41009,1,206,0.283134,0.323991,-16584.4,-16585.8,5.72608e-06,0.0886791,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,KF129994_M356_S18_110055,1,136,0.905641,0.907194,-16469.3,-16472.4,0.0270015,0.200319,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,AB983344_10_S55_48153,1,114,0.316239,0.372356,-16496,-16498,0.00649172,0.129115,NA,NA,NA,NA,|AJ2462762_Gephyrocapsa_oceanica_PLYG01_59-1581
query.align,FR865654.2.2221_U_2_S47_34216,1,20,0.335603,0.287675,-16166.9,-16170.7,0.0517359,0.2445,NA,NA,NA,NA,|MMETSP1180_Chlamydomonascf_sp_CCMP681_22-1540
query.align,JF730756.1.1683_U_28_S73_9900,1,172,0.241456,0.24404,-16537.4,-16539.3,0.0237945,0.0971704,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,AB081517.1.1765_U_M368_S12_57693,1,420,0.66256,0.638212,-16596,-16597.7,0.0138419,0.0791461,NA,NA,NA,NA,|MMETSP0990_Unidentifiedeukaryote_sp_CCMP2098_33-1548
query.align,KJ759629.1.1793_U_M356_S18_11791,1,499,0.846981,0.938332,-15531.5,-15538.6,0.141322,0.57907,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ866248.1.878_U_36_S81_1543,1,538,0.403908,0.391979,-16350.4,-16352.9,0.0177022,0.149558,NA,NA,NA,NA,|MMETSP0986_Unidentifiedeukaryote_sp_CCMP2293_33-1543
query.align,KJ757683.1.1801_U_M357_S21_24767,1,206,0.160923,0.209185,-16611.8,-16613.1,5.72608e-06,0.060598,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,AY665022.1.1751_U_M356_S18_69407,1,218,0.280819,0.29505,-16374.6,-16378.6,0.016325,0.327671,NA,NA,NA,NA,|MMETSP0223_Akashiwo_sanguinea_CCCM885_94-1616
query.align,DQ022771.1.1770_U_M355_S26_1175,1,146,0.741474,0.780507,-16173,-16180.6,0.0157747,0.639687,NA,NA,NA,NA,|MMETSP0312_Compsopogon_coeruleus_SAG36_94_45-1562
query.align,HQ866870.1.880_U_11_S56_41114,1,160,0.984899,0.990958,-16425,-16427.7,0.196463,0.142224,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ869401.1.868_U_22_S67_21454,1,486,0.938284,0.982298,-16060.7,-16064.4,0.062531,0.269546,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,GU824140.1.1197_U_40_S85_76130,1,167,0.2738,0.358944,-16434.2,-16435.4,0.00866816,0.0756841,NA,NA,NA,NA,|FJ4733781_Dissodinium_pseudolunula_FG59_1-1105
query.align,KC583151.1.1101_U_M355_S26_33615,1,423,0.932097,0.937442,-15995.3,-15998.3,0.049031,0.219647,NA,NA,NA,NA,|MMETSP1163_Phaeomonas_parva_CCMP2877_25-1544
query.align,HM561125.1.921_U_M361_S19_75155,1,173,0.189567,0.192015,-16556.4,-16558.3,6.04757e-06,0.105607,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,JN831766.1.1670_U_28_S73_6258,1,261,0.867677,0.922195,-16146.3,-16149.4,0.0890255,0.224437,NA,NA,NA,NA,|MMETSP0123_Favella_ehrenbergii_Fehren1_75-1571
query.align,New.ReferenceOTU165_M355_S26_25556,1,498,0.724862,0.61538,-15768.9,-15772.7,0.235589,0.208545,NA,NA,NA,NA,|MMETSP0780_Palpitomonas_bilix_NIES_2562_59-1571
query.align,EU500010.1.819_U_M356_S18_6893,1,181,0.423334,0.836981,-15946.7,-15951,1.07351,0.295522,NA,NA,NA,NA,|MMETSP0372_Lankesteria_abbottii_GrapplerInletBC_78-1439
query.align,JX680357_24_S69_53836,1,119,0.946585,0.952317,-16542.8,-16544.7,0.0147017,0.111148,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,KJ759457.1.1792_U_10_S55_39237,1,475,0.301783,0.447224,-16502.2,-16505.5,6.37067e-06,0.205806,NA,NA,NA,NA,|MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate_80-1600
query.align,EU793223.1.1642_U_M367_S17_25144,1,163,0.199496,0.266991,-16214.8,-16220.8,0.0227397,0.503368,NA,NA,NA,NA,|MMETSP0797_Dinophysis_acuminata_DAEP01_42-1565
query.align,KJ757367.1.1801_U_14_S59_45223,1,137,0.448496,0.350978,-15820.3,-15826.6,0.0695927,0.472595,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,KF031907.1.1755_U_10_S55_44298,1,185,0.260701,0.324009,-16326.1,-16330.9,0.138775,0.399181,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,GU824668.1.1070_U_20_S65_6036,1,173,0.197106,0.205576,-15413.1,-15415.1,6.04757e-06,0.127134,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,AF100944.1.1819_U_28_S73_281,1,499,0.384003,0.425463,-16636.4,-16639.8,0.190036,0.190231,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,GU823847.1.1200_U_16_S61_23183,1,172,0.201913,0.236339,-16676.4,-16678.2,0.0237945,0.118968,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,HM997060.1.909_U_M361_S19_1863,1,137,0.435902,0.365201,-15647.5,-15654.8,0.0725494,0.566405,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,GU824308.1.1199_U_41_S86_99127,1,201,0.216793,0.212838,-15793.4,-15794.9,7.78109e-06,0.0631684,NA,NA,NA,NA,|AJ4155151_Scrippsiella_trochoidea_60-1582
query.align,AF293681.1.1802_U_35_S80_3331,1,551,0.7781,0.767765,-16406.5,-16409.5,0.0253803,0.167962,NA,NA,NA,NA,|MMETSP1086_Cyanoptyche_gloeocystis_SAG4_97_1-1486
query.align,New.ReferenceOTU166_M361_S19_35597,1,481,1,1,-15656.8,-15660.6,0.138913,0.232966,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,AJ415516.1.1755_U_M359_S10_21041,1,206,0.2266,0.268781,-16170,-16171.2,5.72608e-06,0.0563527,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,FR874795.1.1775_U_14_S59_71867,1,51,1,1,-16402.2,-16404.3,0.00540432,0.0748833,NA,NA,NA,NA,|JF7940581_Bathycoccus_prasinos_MALINAS664_1-1488
query.align,AF167413.1.1208_U_11_S56_62674,1,185,0.271102,0.346926,-16329.4,-16334.2,0.137067,0.396533,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,HQ866464.1.879_U_28_S73_19658,1,468,0.245915,0.231438,-16355.3,-16358.8,0.0084915,0.245857,NA,NA,NA,NA,|MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate_80-1600
query.align,GU820555.1.1070_U_14_S59_67877,1,185,0.293595,0.393168,-16323.3,-16328,0.133409,0.388712,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,FR874832.1.1791_U_M355_S26_854,1,160,0.986485,0.9867,-16654.6,-16658.3,0.197522,0.239339,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF501022.1.1632_U_2_S47_36058,1,59,0.232754,0.278821,-16286,-16287.4,5.2731e-06,0.039451,NA,NA,NA,NA,|AJ0104081_Micromonas_pusilla_CCMP489_58-1569
query.align,JN871722.1.1764_U_M356_S18_11114,1,261,0.807424,0.87222,-15980.5,-15982.6,0.109528,0.104559,NA,NA,NA,NA,|MMETSP0123_Favella_ehrenbergii_Fehren1_75-1571
query.align,U40919.1.1778_U_M368_S12_16964,1,2,0.694001,0.669663,-16671.1,-16674.4,0.038596,0.209931,NA,NA,NA,NA,|MMETSP0806_Prasinoderma_coloniale_CCMP1413_34-1547
query.align,GQ863783.1.1597_U_M356_S18_76843,1,276,1,1,-16438.8,-16441.5,0.230545,0.132989,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,JF791090.1.1777_U_17_S62_20939,1,59,0.196346,0.213909,-16399,-16400.5,5.2731e-06,0.063688,NA,NA,NA,NA,|AJ0104081_Micromonas_pusilla_CCMP489_58-1569
query.align,EU793692.1.1683_U_M355_S26_2087,1,160,1,1,-16263.1,-16267,0.12736,0.273414,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ757993.1.1799_U_M365_S20_21853,1,173,0.198221,0.219364,-16553.5,-16555.1,0.00054648,0.0893573,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,AY485500.1.1583_U_6_S51_14293,1,327,0.622158,0.575965,-16484.7,-16487,0.0363281,0.11817,NA,NA,NA,NA,|MMETSP0724_Amphiprora_sp_CCMP467_28-1540
query.align,KF130194.1.1764_U_M358_S15_97049,1,160,1,1,-16245.1,-16249.8,0.138745,0.339474,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB727656.1.1766_U_M363_S24_3504,1,197,0.229014,0.361987,-16506.7,-16509.2,0.00930876,0.207194,NA,NA,NA,NA,|AJ4155111_Gonyaulax_polyedra_58-1575
